[Starting] Opening the serial port - COM14
[Info] Opened the serial port - COM14
---BEGIN---
TIME	INPUT	OUTPUT	TS	GRADIENT
1129004	1	31.75	252	0.00
1129256	1	31.50	252	-0.00
1129508	1	31.50	252	0.00
1129761	1	31.75	253	0.00
1130014	1	31.50	253	-0.00
1130266	1	31.50	252	0.00
1130519	1	31.50	253	0.00
1130771	1	31.25	252	-0.00
1131024	1	31.50	253	0.00
1131277	1	31.75	253	0.00
1131529	1	31.75	252	0.00
1131782	1	31.50	253	-0.00
1132034	1	31.75	252	0.00
1132286	1	31.50	252	-0.00
1132539	1	31.25	253	-0.00
1132791	1	31.75	252	0.00
1133044	1	31.50	253	-0.00
1133297	1	31.50	253	0.00
1133549	1	31.00	252	-0.00
1133802	1	31.00	253	0.00
1134054	1	31.50	252	0.00
1134307	1	31.50	253	0.00
1134560	1	31.25	253	-0.00
1134812	1	31.25	252	0.00
1135065	1	31.25	253	0.00
1135316	1	31.25	251	0.00
1135569	1	31.25	253	0.00
1135822	1	31.25	253	0.00
1136074	1	31.25	252	0.00
1136327	1	31.25	253	0.00
1136579	1	31.00	252	-0.00
1136832	1	31.50	253	0.00
1137085	1	31.75	253	0.00
1137337	1	31.25	252	-0.00
1137590	1	31.00	253	-0.00
1137843	1	31.25	253	0.00
1138095	1	31.25	252	0.00
1138348	1	31.25	253	0.00
1138599	1	31.25	251	0.00
1138852	1	31.25	253	0.00
1139105	1	31.50	253	0.00
1139357	1	31.25	252	-0.00
1139610	1	31.00	253	-0.00
1139862	1	30.75	252	-0.00
